word,synonyms,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(เมตร - ADV),"['กิโลเมตร', 'เซนติเมตร', 'ฟุต', 'ไมล์', 'กิโล']",0,-0.144367784502531,-0.144367784502531,neg
(ป้อมตำรวจ - VERB),,0.13809092430676875,0,0.13809092430676875,pos
(บรรเทา - VERB),"['ปัดเป่า', 'ขจัด', 'แบ่งเบา', 'เยียวยา', 'ลด']",0.13809092430676875,0,0.13809092430676875,pos
(เครียด - ADJ),"['ปวดหัว', 'หงุดหงิด', 'ปวดท้อง', 'เพลีย', 'เหงา']",0.010604645272306115,-0.14772517483979913,-0.13712052956749302,neg
(ใส่ - ADV),"['สวม', 'หิ้ว', 'สรวม', 'ยัด', 'หยิบ']",0.1323371357939867,0,0.1323371357939867,pos
(ผ่อนคลาย - ADJ),"['คลาย', 'อ่อนเพลีย', 'ปลอดโปร่ง', 'ตึงเครียด', 'เมื่อยล้า']",0.1323371357939867,0,0.1323371357939867,pos
(ยิง - ADV),"['แทง', 'กระสุน', 'สังหาร', 'ขว้าง', 'กระสุนปืน']",0,-0.1323371357939867,-0.1323371357939867,neg
(จ่ายเงิน - ADV),,0,-0.1306846028814409,-0.1306846028814409,neg
(งมงาย - VERB),"['ลุ่มหลง', 'เพ้อฝัน', 'เขลา', 'ลี้ลับ', 'ป่าเถื่อน']",0.12455259839434045,0,0.12455259839434045,pos
(งั้น - ADJ),"['ยังงี้', 'เดี๋ยว', 'เป็นไร', 'อ้าว', 'น่ะ']",0.12455259839434045,0,0.12455259839434045,pos
(กระจ่าง - VERB),"['คลุมเครือ', 'สว่าง', 'ชัดเจน', 'คมชัด', 'ประจักษ์']",0,-0.1221573561175262,-0.1221573561175262,neg
(ยิ้ม - ADV),"['อมยิ้ม', 'รอยยิ้ม', 'หัวเราะ', 'ยิ้มกริ่ม', 'ยิ้มแป้น']",0.010467456056037744,-0.12704365036222726,-0.11657619430618951,neg
(ถังขยะ - VERB),,0.1250026636257261,-0.01036822886521075,0.11463443476051535,pos
(กาง - VERB),"['ถ่าง', 'หนีบ', 'คร่อม', 'พาด', 'สะบัด']",0.11343183068056004,0,0.11343183068056004,pos
(ย้อน - ADJ),"['ย้อนกลับ', 'หวน', 'ล่วงเลย', 'ทวน', 'ความหลัง']",0.11343183068056004,0,0.11343183068056004,pos
(เข็มฉีดยา - VERB),,0,-0.11343183068056004,-0.11343183068056004,neg
(วาจา - VERB),"['ถ้อยคำ', 'น้ำเสียง', 'กิริยา', 'คำพูด', 'จริต']",0,-0.11343183068056004,-0.11343183068056004,neg
(แน่นอน - ADV),"['สมเหตุสมผล', 'แน่ชัด', 'ชัดเจน', 'สมบูรณ์แบบ', 'แท้จริง']",0.11654966095207123,-0.005252597516823537,0.11129706343524769,pos
(รู้ตัว - ADJ),"['รู้', 'แน่ใจ', 'คาดคิด', 'คิด', 'นึกออก']",0.10952038824329935,0,0.10952038824329935,pos
(ไพ่ - ADV),"['ซ่อนหา', 'หมากรุก', 'จ้ำจี้', 'ไฮโล', 'เอาเถิดเจ้าล่อ']",0.10952038824329935,0,0.10952038824329935,pos
(ยิ้ม - ADJ),"['อมยิ้ม', 'รอยยิ้ม', 'หัวเราะ', 'ยิ้มกริ่ม', 'ยิ้มแป้น']",0.10952038824329935,0,0.10952038824329935,pos
(กด - VERB),"['บีบ', 'กระแทก', 'ปุ่ม', 'กรอก', 'บิด']",0,-0.10952038824329935,-0.10952038824329935,neg
(ยัด - VERB),"['ล้วง', 'คีบ', 'ขยำ', 'โยน', 'ฉก']",0,-0.10952038824329935,-0.10952038824329935,neg
(ทาบทาม - VERB),"['เชิญ', 'เชื้อเชิญ', 'ชักชวน', 'ส่งข่าว', 'มอบอำนาจ']",0,-0.10952038824329935,-0.10952038824329935,neg
(ตัด - ADJ),"['หัก', 'ขูด', 'ผ่า', 'ดัด', 'ถอด']",0,-0.10586970863518938,-0.10586970863518938,neg
(ฉุกเฉิน - ADJ),"['อุบัติภัย', 'ระงับ', 'น้ำท่วม', 'พักฟื้น', 'ภาวะฉุกเฉิน']",0,-0.10586970863518938,-0.10586970863518938,neg
(เสี่ยงชีวิต - VERB),"['กำราบ', 'ลูกช้าง', 'สยบ', 'ศิโรราบ', 'ล่าถอย']",0,-0.10586970863518938,-0.10586970863518938,neg
(สกุลเงิน - VERB),,0,-0.10586970863518938,-0.10586970863518938,neg
(อม - ADJ),"['ชโลม', 'ฟอกสี', 'แกงร้อน', 'จั๊วะ', 'มะขามเปียก']",0,-0.10586970863518938,-0.10586970863518938,neg
(เขียง - ADV),"['กระดาน', 'กระด้ง', 'น่อง', 'เขาแกะ', 'โตงเตง']",0,-0.1047063052435939,-0.1047063052435939,neg
(ตลก - ADV),"['พระเอก', 'นางเอก', 'ตัวเอก', 'เดินเรื่อง', 'นิยาย']",0,-0.10413413964116988,-0.10413413964116988,neg
(ล่าง - ADJ),"['ด้านหน้า', 'หนังกำพร้า', 'ขวา', 'ปลาย', 'ขอบ']",0.11343183068056004,-0.010725130282198828,0.1027067003983612,pos
(สินค้า - ADV),"['สินค้าออก', 'ผลิตภัณฑ์', 'ผลิตผล', 'ผลผลิต', 'สินค้าเข้า']",0.10245455674373165,0,0.10245455674373165,pos
(ปล้น - VERB),"['โจรกรรม', 'ปล้นสะดม', 'วิ่งราว', 'ชิงทรัพย์', 'ขโมย']",0.10952038824329935,-0.008492222617795938,0.10102816562550342,pos
(ยิ้มแย้ม - ADJ),"['บึ้งตึง', 'ร่าเริง', 'แจ่มใส', 'เคร่งขรึม', 'อ่อนโยน']",0,-0.09772588489402097,-0.09772588489402097,neg
(แผงลอย - ADV),"['หาบเร่', 'ตลาดสด', 'ซูเปอร์มาร์เก็ต', 'ของชำ', 'ซุปเปอร์มาร์เก็ต']",0.09624518966835398,0,0.09624518966835398,pos
(ป้าย - VERB),"['ป้ายชื่อ', 'โปสเตอร์', 'ฉลาก', 'แผง', 'เคาน์เตอร์']",0,-0.09624518966835398,-0.09624518966835398,neg
(ไวย์ - ADV),,0,-0.09624518966835398,-0.09624518966835398,neg
(รัสเซีย - ADJ),"['เยอรมนี', 'เกาหลีใต้', 'โซเวียต', 'สเปน', 'อินโดนีเซีย']",0,-0.09624518966835398,-0.09624518966835398,neg
(โคมไฟ - ADJ),,0.0032340396663573683,-0.09925285184549004,-0.09601881217913268,neg
(บริสุทธิ์ - ADJ),"['ผ่องใส', 'เยือกเย็น', 'ชุ่มชื่น', 'ชั่วร้าย', 'เศร้าหมอง']",0.09341444879575533,0,0.09341444879575533,pos
(บรรยาย - VERB),"['พรรณนา', 'อธิบาย', 'เขียน', 'ประพันธ์', 'เรียบเรียง']",0,-0.09341444879575533,-0.09341444879575533,neg
(แจ้ง - VERB),"['จะแจ้ง', 'แจ้งความ', 'ชี้แจง', 'บอกกล่าว', 'ร้องทุกข์']",0,-0.09341444879575533,-0.09341444879575533,neg
(คนโสด - VERB),,0.0927439117223129,0,0.0927439117223129,pos
(เดี่ยว - VERB),"['เบส', 'ร็อค', 'วงดนตรี', 'เครื่องเสียง', 'เมเจอร์']",0.0920606162045125,0,0.0920606162045125,pos
(เช็ค - VERB),"['เงินสด', 'เช็ก', 'ถอนเงิน', 'ใบเสร็จ', 'ตั๋ว']",0.09624518966835398,-0.004960059228093203,0.09128513044026078,pos
(เต้นรำ - VERB),"['ร้องเพลง', 'ซ้อม', 'ลีลาศ', 'ฟ้อน', 'บรรเลง']",0.09074546454444804,0,0.09074546454444804,pos
(บาหลี - VERB),"['เสม็ด', 'ฮอกไกโด', 'กวม', 'สุมาตรา', 'สมุย']",0.09074546454444804,0,0.09074546454444804,pos
(ดีเจ - VERB),,0.09074546454444804,0,0.09074546454444804,pos
(สลัด - VERB),"['เขี่ย', 'ราด', 'ลวก', 'ฉีก', 'ขยำ']",0.09074546454444804,0,0.09074546454444804,pos
(ทน - ADJ),"['อดใจ', 'ทรมาน', 'กล้ำกลืน', 'ผจญ', 'อดทน']",0,-0.09074546454444804,-0.09074546454444804,neg
(ควาย - VERB),"['วัว', 'หมา', 'สุนัข', 'แมว', 'หมูป่า']",0,-0.08984566448099063,-0.08984566448099063,neg
(รถเข็น - VERB),,0,-0.08822475719599114,-0.08822475719599114,neg
(ปลอดโปร่ง - ADJ),"['เบิกบาน', 'เยือกเย็น', 'สดชื่น', 'ขุ่นมัว', 'แจ่มใส']",0,-0.08822475719599114,-0.08822475719599114,neg
(นี - VERB),"['ประนอม', 'ญ่า', 'เซีย', 'ธา', 'อุส']",0.08712306858762728,0,0.08712306858762728,pos
(ฉาก - ADJ),"['ภาพ', 'ละคร', 'เนื้อเรื่อง', 'โขน', 'ฉากใหญ่']",0,-0.08706354852696835,-0.08706354852696835,neg
(ดิ่ง - ADV),"['เหว', 'เคลื่อน', 'เคลื่อนตัว', 'ร่อน', 'ไถล']",0.05881650479732743,-0.144367784502531,-0.08555127970520356,neg
(ชม - ADV),"['เยี่ยมเยือน', 'ถ่ายรูป', 'เยี่ยม', 'ดู', 'เที่ยว']",0.008700250542778383,-0.09341444879575533,-0.08471419825297695,neg
(แบ่ง - VERB),"['จำแนก', 'แยก', 'แบ่งแยก', 'ย่อย', 'แยกแยะ']",0.09624518966835398,-0.011676806099469417,0.08456838356888456,pos
(รองเท้าแตะ - VERB),,0,-0.08456062539387353,-0.08456062539387353,neg
(ฉิบหาย - VERB),"['บรรลัย', 'ว้า', 'หัวหด', 'พาล', 'ว้อย']",0,-0.08358134892251792,-0.08358134892251792,neg
(อาสาสมัคร - ADJ),"['อาสา', 'ผู้ประสานงาน', 'มูลนิธิ', 'ผู้ดูแล', 'เครือข่าย']",0,-0.08358134892251792,-0.08358134892251792,neg
(ลบ - ADV),"['บวก', 'กายภาพ', 'อ้อม', 'สถิติ', 'บิดเบือน']",0,-0.08358134892251792,-0.08358134892251792,neg
(มือสมัครเล่น - VERB),,0,-0.08358134892251792,-0.08358134892251792,neg
(โทร - VERB),"['โทรศัพท์', 'ส่งข่าว', 'แวะ', 'โท', 'เปลี่ยนใจ']",0,-0.08358134892251792,-0.08358134892251792,neg
(คับคั่ง - VERB),"['ล้นหลาม', 'เนืองแน่น', 'คึกคัก', 'พร้อมเพรียง', 'เอิกเกริก']",0.0051448562511701105,-0.08822475719599114,-0.08307990094482103,neg
(คนงาน - VERB),"['กรรมกร', 'แรงงาน', 'พนักงาน', 'ลูกเรือ', 'ลูกจ้าง']",0,-0.08214029118247451,-0.08214029118247451,neg
(ลา - ADV),"['แบ', 'ศยาม', 'ลึม', 'โป', 'เย']",0.012721510015007523,-0.09341444879575533,-0.0806929387807478,neg
(ลูก - ADV),"['ลูกสาว', 'ลูกชาย', 'เมีย', 'พ่อแม่', 'แม่']",0,-0.07986281287199166,-0.07986281287199166,neg
(ออนซ์ - ADJ),"['ไมโครกรัม', 'บาร์เรล', 'มิลลิกรัม', 'เดซิลิตร', 'บีทียู']",0.07940228147639204,0,0.07940228147639204,pos
(คอก - VERB),"['กรง', 'วัว', 'กระชัง', 'แกลบ', 'จระเข้']",0,-0.07940228147639204,-0.07940228147639204,neg
(ค่ารถ - ADJ),,0,-0.07940228147639204,-0.07940228147639204,neg
(ข้อเสนอ - VERB),"['ข้อเรียกร้อง', 'ข้อเสนอแนะ', 'ข้อคิดเห็น', 'คำร้องขอ', 'ญัตติ']",0.03752232168699299,-0.115002450535668,-0.07748012884867501,neg
(เงียบสงบ - ADV),,0.07746564046477272,0,0.07746564046477272,pos
(แขวน - ADV),"['ประดับ', 'ห้อย', 'เสียบ', 'สลัก', 'คล้อง']",0.07746564046477272,0,0.07746564046477272,pos
(ฉี่ - ADJ),"['เยี่ยว', 'อึ', 'อ้วก', 'อืด', 'แคะ']",0,-0.07746564046477272,-0.07746564046477272,neg
(ชดเชย - VERB),"['ผ่อนชำระ', 'ชดใช้', 'ทดแทน', 'อุดหนุน', 'จ่าย']",0,-0.07746564046477272,-0.07746564046477272,neg
(คนขับรถ - VERB),,0.08456062539387353,-0.007664985902683865,0.07689563949118966,pos
(ปลุก - VERB),"['เร่งเร้า', 'ปลอบ', 'ตื่น', 'ฟื้น', 'แผด']",0.076668300357112,0,0.076668300357112,pos
(พักอาศัย - VERB),,0.07607404213307022,0,0.07607404213307022,pos
(ท่อน้ำทิ้ง - VERB),,0,-0.0758137641667421,-0.0758137641667421,neg
(คุ้มค่า - VERB),"['สมเหตุสมผล', 'เพียงพอ', 'ฟุ่มเฟือย', 'เหมาะสม', 'คุ้ม']",0.0756212204537067,0,0.0756212204537067,pos
(กระหึ่ม - VERB),"['กึกก้อง', 'อื้ออึง', 'ระงม', 'กังวาน', 'เอี๊ยด']",0.0756212204537067,0,0.0756212204537067,pos
(นาฬิกา - VERB),"['ข้อมือ', 'หน้าปัด', 'กล้อง', 'กำไล', 'ป้ายชื่อ']",0,-0.07473155903660426,-0.07473155903660426,neg
(รอ - ADJ),"['รอคอย', 'เข้าคิว', 'คอย', 'เข้าแถว', 'นั่ง']",0.07386258741989957,0,0.07386258741989957,pos
(ยืม - VERB),"['ขอยืม', 'หยิบยืม', 'ซื้อ', 'แจก', 'กู้ยืม']",0.07386258741989957,0,0.07386258741989957,pos
(ตราบใด - ADJ),"['ตราบเท่า', 'อยู่คง', 'นอกจากนั้น', 'ยืนกราน', 'เหมือนเดิม']",0.07386258741989957,0,0.07386258741989957,pos
(เชค - VERB),"['ทิล', 'เอลา', 'แซร์', 'ลาร์ด', 'คิริ']",0.07386258741989957,0,0.07386258741989957,pos
(ดูแล - ADJ),"['ปรนนิบัติ', 'เลี้ยงดู', 'รับผิดชอบ', 'สอดส่อง', 'ปกป้อง']",0.07386258741989957,0,0.07386258741989957,pos
(โสด - ADJ),"['ม่าย', 'หนุ่ม', 'ลูกพี่ลูกน้อง', 'คู่หมั้น', 'บรรลุนิติภาวะ']",0,-0.07386258741989957,-0.07386258741989957,neg
(เสือ - VERB),"['แมว', 'สิงโต', 'งู', 'ปีศาจ', 'พราน']",0.0721838922512655,0,0.0721838922512655,pos
(คนเดินเท้า - VERB),,0.07137283728215014,0,0.07137283728215014,pos
(เขตร้อน - VERB),,0,-0.07057980575679292,-0.07057980575679292,neg
(ไม - VERB),"['มี่', 'บีช', 'ม่า', 'แอน', 'เว่น']",0,-0.07057980575679292,-0.07057980575679292,neg
(ร่อน - VERB),"['ไถล', 'โฉบ', 'ถลา', 'กลิ้ง', 'ตีลังกา']",0.07746564046477272,-0.00720566732679624,0.07025997313797648,pos
(จักรยาน - VERB),"['รถจักรยาน', 'มอเตอร์ไซค์', 'มอเตอร์ไซด์', 'รถจักรยานยนต์', 'รถ']",0.07137283728215014,-0.0016115814256679932,0.06976125585648216,pos
(ปฏิเสธ - VERB),"['ยอมรับ', 'บอกปัด', 'ตอบ', 'ทักท้วง', 'ยืนยัน']",0.07493562527100117,-0.005267033940653512,0.06966859133034765,pos
(แม่ค้า - VERB),"['คนขาย', 'พ่อค้า', 'หาบเร่', 'เจ๊ก', 'เร่']",0,-0.06904546215338438,-0.06904546215338438,neg
(ฉวย - ADJ),"['ฉกฉวย', 'คว้า', 'เปิด', 'งัด', 'พลาด']",0,-0.06904546215338438,-0.06904546215338438,neg
(ก่อตัว - VERB),,0,-0.06904546215338438,-0.06904546215338438,neg
(คิว - VERB),"['เมล', 'เฮอร์', 'คลาส', 'บี', 'เมล์']",0,-0.06904546215338438,-0.06904546215338438,neg
(คุ้มทุน - VERB),,0,-0.06904546215338438,-0.06904546215338438,neg
(ไอศกรีม - VERB),"['ส้มตำ', 'แซนด์วิช', 'โจ๊ก', 'ข้าวต้ม', 'หูฉลาม']",0.019249037933670797,-0.08822475719599114,-0.06897571926232035,neg
(เบย์ - ADJ),"['เลฟ', 'บอม', 'เรค', 'เตร์', 'เชี่ยล']",0.0721838922512655,-0.003521165475671487,0.06866272677559401,pos
(ตอนกลางคืน - ADJ),,0.06854873220983486,0,0.06854873220983486,pos
(ก้า - VERB),"['โด้', 'โน่', 'นัล', 'เรี่ยน', 'เมียร์']",0.06845383960456429,0,0.06845383960456429,pos
(เก้าอี้ผ้าใบ - VERB),,0,-0.06845383960456429,-0.06845383960456429,neg
(เบื่อ - VERB),"['เวียนหัว', 'กลุ้มใจ', 'ปวดหัว', 'เหงา', 'เบื่อหน่าย']",0.07301359216219958,-0.004569915480655657,0.06844367668154391,pos
(กระทบ - VERB),"['เพิกเฉย', 'สะเทือน', 'ผลกระทบ', 'ขัด', 'กระเทือน']",0.08706354852696835,-0.019318969924156815,0.06774457860281154,pos
(เร่ - VERB),"['ของเถื่อน', 'แม่ค้า', 'หาบเร่', 'แผงลอย', 'ข้าวแกง']",0.007081585861885577,-0.07443963888411753,-0.06735805302223195,neg
(พีพี - VERB),,0.0721838922512655,-0.005005659982751271,0.06717823226851423,pos
(หวาดกลัว - ADJ),"['หวาดระแวง', 'หวาดหวั่น', 'วิตกกังวล', 'เกลียดชัง', 'ระแวง']",0,-0.0671005195575144,-0.0671005195575144,neg
(งัน - ADJ),"['นอนใจ', 'ดูดาย', 'อุร', 'สงัด', 'กึก']",0,-0.06664123467496343,-0.06664123467496343,neg
(พิมพ์ - VERB),"['ตีพิมพ์', 'เขียน', 'วารสาร', 'เรียงพิมพ์', 'ปทานุกรม']",0.06616856789699335,0,0.06616856789699335,pos
(เก้าอี้พับ - VERB),,0.06616856789699335,0,0.06616856789699335,pos
(ผ้า - VERB),"['ผ้าขาวม้า', 'ผ้าเช็ดตัว', 'ผ้าพันคอ', 'ผ้านุ่ง', 'เสื้อคลุม']",0.06616856789699335,0,0.06616856789699335,pos
(กระเบื้อง - VERB),"['ดินเผา', 'สังกะสี', 'หินอ่อน', 'ทองแดง', 'เครื่องเรือน']",0,-0.06616856789699335,-0.06616856789699335,neg
(เจ็บปวด - VERB),"['ขมขื่น', 'ปวดร้าว', 'หวาดกลัว', 'หวาดระแวง', 'หวาดหวั่น']",0,-0.06616856789699335,-0.06616856789699335,neg
(เตียงนอน - ADJ),,0.07386258741989957,-0.008199891374498317,0.06566269604540124,pos
(โซน - ADJ),"['รูม', 'พอร์ต', 'แบนด์', 'เขต', 'ไซด์']",0.07746564046477272,-0.012310431236649927,0.06515520922812279,pos
(ปฏิสัมพันธ์ - VERB),"['สัมพันธ์', 'เชื่อมโยง', 'สัมพันธภาพ', 'เกี่ยวพัน', 'ความขัดแย้ง']",0.06481818896032002,0,0.06481818896032002,pos
(ถั่ว - ADJ),"['มะเขือเทศ', 'ข้าวเหนียว', 'แกงส้ม', 'หน่อไม้', 'พริก']",0,-0.06481818896032002,-0.06481818896032002,neg
(ยิง - VERB),"['แทง', 'กระสุน', 'สังหาร', 'ขว้าง', 'กระสุนปืน']",0,-0.06426119057942901,-0.06426119057942901,neg
(กระท่อม - VERB),"['กุฏิ', 'เพิง', 'เรือนไม้', 'เรือน', 'คฤหาสน์']",0.013465757134994103,-0.07770435847004595,-0.06423860133505184,neg
(กล้องถ่ายรูป - VERB),"['กล้อง', 'ไฟฉาย', 'โทรศัพท์มือถือ', 'เลนส์', 'กระเป๋าถือ']",0,-0.06352182518111363,-0.06352182518111363,neg
(แทน - ADV),"['พร้อมกับ', 'แทนที่', 'ต่อเมื่อ', 'ตาม', 'สั่ง']",0,-0.06352182518111363,-0.06352182518111363,neg
(โซ - ADJ),"['โฟ', 'บิ', 'บะ', 'ลีน', 'เน']",0,-0.06352182518111363,-0.06352182518111363,neg
(บันเทิง - ADJ),"['เพลิดเพลิน', 'สนุกสนาน', 'รื่นรมย์', 'หลากหลาย', 'พึงพอใจ']",0,-0.06352182518111363,-0.06352182518111363,neg
(ปั่น - VERB),"['สอย', 'ตกปลา', 'ลุย', 'ขี่', 'คู่ใจ']",0.0668618898463186,-0.0035606404249503153,0.06330124942136829,pos
(ใบพัด - VERB),"['เครน', 'แบตเตอรี่', 'ล้อเลื่อน', 'เครื่องกำเนิดไฟฟ้า', 'ระหัด']",0,-0.06289289621892438,-0.06289289621892438,neg
(ชายฝั่ง - VERB),"['อ่าวไทย', 'อันดามัน', 'เฉียงเหนือ', 'เมดิเตอร์เรเนียน', 'ลุ่มน้ำ']",0.06616856789699335,-0.003415914372346574,0.06275265352464678,pos
(หมื่น - ADJ),"['พัน', 'ร้อย', 'ล้าน', 'พันล้าน', 'บาท']",0,-0.06268601169188845,-0.06268601169188845,neg
(คับคั่ง - ADJ),"['ล้นหลาม', 'เนืองแน่น', 'คึกคัก', 'พร้อมเพรียง', 'เอิกเกริก']",0.062276299197170225,0,0.062276299197170225,pos
(คัด - VERB),"['ลอก', 'สรร', 'กรอง', 'ดัดแปลง', 'จัดเรียง']",0,-0.062276299197170225,-0.062276299197170225,neg
(แย่ - ADV),"['ย่ำแย่', 'กลุ้มใจ', 'คิดมาก', 'เลว', 'เพลีย']",0,-0.06216348677603676,-0.06216348677603676,neg
(รุก - VERB),"['กดดัน', 'โจมตี', 'จู่โจม', 'รบ', 'สกัดกั้น']",0.005691919819096203,-0.06747425010840047,-0.061782330289304264,neg
(ตร่ม - VERB),,0.061472734046239,0,0.061472734046239,pos
(สัย - VERB),"['รย', 'ภัท', 'กาส', 'ธะ', 'รีย์']",0.0610786780587631,0,0.0610786780587631,pos
(เปลื้องผ้า - VERB),,0,-0.0610786780587631,-0.0610786780587631,neg
(คิ้ว - VERB),"['มุ่น', 'เรียว', 'ขมวด', 'ไหล่', 'ทำตา']",0,-0.0610786780587631,-0.0610786780587631,neg
(คู่สมรส - VERB),"['ผู้เยาว์', 'ลูกหนี้', 'คู่สัญญา', 'เจ้าหนี้', 'บุคคล']",0.017261365538346094,-0.07746564046477272,-0.06020427492642663,neg
(ร้านกาแฟ - VERB),,0.05992625017086191,0,0.05992625017086191,pos
(แน่ใจ - ADV),"['มั่นใจ', 'รู้', 'เชื่อ', 'รู้ตัว', 'คิด']",0,-0.05992625017086191,-0.05992625017086191,neg
(อนุรักษ์นิยม - ADJ),,0,-0.05992625017086191,-0.05992625017086191,neg
(สาบาน - VERB),"['ปฏิญาณ', 'สารภาพ', 'ปวารณา', 'สั่งเสีย', 'แก้ต่าง']",0,-0.05992625017086191,-0.05992625017086191,neg
(ผอม - VERB),"['เพรียว', 'อ้วน', 'ท้วม', 'อวบ', 'บอบบาง']",0,-0.05992625017086191,-0.05992625017086191,neg
(ตะโกน - ADV),"['ตวาด', 'แหกปาก', 'ส่งเสียง', 'โวยวาย', 'ร้อง']",0,-0.05989710965399375,-0.05989710965399375,neg
(เจ็ทสกี - ADV),,0.06276674428688415,-0.00329544567073995,0.059471298616144204,pos
